awayTeam,awayScore,homeTeam,homeScore,homeWin
NYI,7,SJS,2,False
DET,0,ARI,4,True
MIN,1,COL,2,True
DAL,6,ANA,2,False
WPG,3,SEA,0,False
EDM,2,BUF,3,True
NSH,2,CBJ,1,False
CAR,4,NJD,2,False
PIT,1,BOS,5,True
CGY,1,FLA,5,True
TOR,3,MTL,2,False
OTT,1,SJS,2,True
PHI,0,TBL,7,True
CHI,1,WSH,4,True
STL,0,NYR,4,True
WPG,0,VAN,5,True
DET,3,VGK,5,True
DAL,4,LAK,1,False
EDM,4,PIT,0,False
NSH,3,MIN,4,True
CGY,2,CAR,7,True
ARI,4,CHI,7,True
NYI,6,ANA,1,False
STL,5,BOS,1,False
NJD,1,NYR,3,True
WSH,0,WPG,3,True
NYI,0,LAK,3,True
DET,3,BUF,7,True
NYR,1,CAR,0,False
CBJ,0,MTL,3,True
PIT,1,OTT,2,True
SJS,2,PHI,3,True
FLA,4,DAL,3,False
ARI,1,MIN,4,True
ANA,2,CHI,7,True
COL,6,CGY,2,False
VGK,5,SEA,4,False
LAK,1,STL,3,True
NSH,4,WPG,2,False
WSH,2,EDM,7,True
COL,4,VAN,3,False
NYI,0,BUF,4,True
FLA,0,CAR,4,True
OTT,3,CBJ,2,False
ARI,4,DET,1,False
BOS,2,MTL,1,False
SJS,3,PIT,6,True
NYR,3,TBL,6,True
TOR,6,PHI,2,False
NJD,6,DAL,2,False
ANA,0,MIN,2,True
VGK,1,CGY,4,True
WSH,2,SEA,1,False
ANA,0,WPG,6,True
LAK,5,CHI,0,False
BUF,1,DET,4,True
OTT,4,NYI,3,False
NYR,7,PIT,4,False
NJD,1,ARI,4,True
TBL,5,FLA,3,False
PHI,5,BOS,6,True
SJS,2,CBJ,4,True
MTL,2,CGY,5,True
CAR,5,TOR,4,False
LAK,1,DAL,4,True
MIN,2,STL,3,True
COL,3,EDM,2,False
NSH,4,SEA,1,False
WSH,2,VAN,1,False
NYI,2,NYR,5,True
NJD,1,VGK,3,True
WPG,6,CBJ,1,False
SJS,2,CHI,5,True
CAR,7,OTT,2,False
DET,3,PIT,6,True
ANA,2,STL,4,True
WSH,5,CGY,2,False
BUF,6,SEA,2,False
OTT,2,BOS,6,True
CBJ,3,DET,4,True
PIT,2,NJD,5,True
WPG,4,NYR,2,False
TOR,3,PHI,4,True
CAR,4,NYI,1,False
SJS,2,NSH,8,True
COL,4,STL,3,False
MTL,2,EDM,3,True
MIN,4,ANA,0,False
CHI,2,LAK,6,True
BUF,2,VAN,3,True
TBL,5,VGK,3,False
TOR,7,WSH,3,False
ARI,2,DAL,5,True
MIN,0,LAK,6,True
NYR,5,BOS,2,False
PHI,2,CAR,3,True
NYI,3,DET,6,True
WPG,1,NJD,4,True
STL,5,OTT,2,False
NSH,3,FLA,0,False
BUF,3,EDM,8,True
CHI,0,ANA,4,True
MTL,1,VAN,4,True
SEA,1,VGK,3,True
TBL,4,SJS,1,False
CAR,6,WSH,7,True
PIT,2,DAL,4,True
CBJ,1,COL,6,True
SEA,1,ARI,2,True
WPG,3,NYI,6,True
BOS,2,PHI,3,True
STL,5,MIN,4,False
DET,0,NSH,1,True
OTT,5,NJD,2,False
EDM,3,TOR,6,True
FLA,3,NYR,4,True
CGY,2,VAN,4,True
TBL,3,LAK,4,True
CHI,5,SJS,4,False
CBJ,2,VGK,4,True
WPG,0,WSH,3,True
PIT,4,COL,5,True
NJD,4,NYI,0,False
TOR,1,CAR,2,True
EDM,3,OTT,5,True
FLA,4,PHI,1,False
DAL,4,ARI,2,False
TBL,3,ANA,2,False
BUF,4,CGY,1,False
MTL,5,SEA,1,False
VGK,2,STL,1,False
LAK,3,VAN,2,False
BOS,4,FLA,3,False
PHI,5,NYR,6,True
CAR,1,PIT,4,True
DET,3,WSH,4,True
NJD,6,TOR,3,False
VGK,4,NSH,5,True
EDM,4,WPG,3,False
CGY,1,CHI,3,True
MTL,2,COL,1,False
CBJ,2,ARI,6,True
ANA,0,SEA,4,True
DAL,6,SJS,3,False
OTT,6,BUF,2,False
BOS,1,TBL,3,True
NYI,3,FLA,2,False
PHI,1,MTL,4,True
CHI,0,OTT,2,True
CBJ,2,PIT,3,True
WSH,1,TOR,5,True
DET,0,CAR,4,True
SJS,1,MIN,3,True
CGY,3,STL,5,True
VGK,4,WPG,1,False
NYR,3,COL,2,False
LAK,1,EDM,4,True
NSH,4,ARI,8,True
ANA,2,SEA,4,True
DAL,3,VAN,1,False
NJD,2,BUF,5,True
DET,2,FLA,3,True
VGK,2,MIN,1,False
ANA,1,EDM,6,True
NYR,8,ARI,5,False
NSH,4,COL,7,True
TOR,3,BUF,0,False
PIT,3,CBJ,4,True
CAR,3,MTL,0,False
CHI,5,PHI,1,False
NYI,1,TBL,4,True
OTT,3,WPG,2,False
BOS,3,WSH,2,False
SJS,4,STL,0,False
LAK,2,CGY,4,True
DAL,3,SEA,0,False
ANA,2,VAN,3,True
COL,1,CBJ,4,True
PIT,5,NYR,2,False
NYI,4,PHI,3,False
DET,4,TBL,2,False
FLA,4,TOR,6,True
EDM,2,STL,3,True
LAK,3,WPG,4,True
SEA,4,SJS,2,False
WSH,2,BUF,6,True
FLA,3,MTL,5,True
PIT,6,NJD,3,False
CHI,1,NYI,2,True
OTT,2,MIN,3,True
BOS,3,NSH,0,False
ANA,5,CGY,3,False
VAN,3,VGK,6,True
TBL,4,TOR,1,False
NJD,3,NYR,4,True
EDM,0,DAL,5,True
SEA,2,LAK,5,True
VAN,2,ARI,1,False
BOS,4,CAR,1,False
NYI,4,CBJ,2,False
TBL,7,MTL,4,False
FLA,6,OTT,0,False
PIT,4,WSH,1,False
COL,5,MIN,2,False
STL,3,NSH,6,True
CGY,2,WPG,5,True
LAK,2,SJS,1,False
PHI,2,BUF,4,True
WSH,2,CAR,4,True
NYR,4,DET,3,False
COL,2,EDM,6,True
SEA,3,ANA,1,False
VGK,4,ARI,7,True
TBL,4,PIT,5,True
FLA,2,BOS,3,True
DAL,2,CHI,3,True
WPG,4,MIN,2,False
STL,2,SJS,3,True
PHI,2,CBJ,6,True
TOR,4,MTL,2,False
NJD,4,OTT,3,False
NSH,0,NYI,2,True
EDM,4,CGY,2,False
VAN,3,LAK,6,True
BUF,1,DET,3,True
MIN,4,CHI,0,False
CBJ,0,CAR,3,True
ARI,5,SJS,2,False
OTT,3,WSH,2,False
NSH,3,NJD,2,False
MTL,2,NYR,5,True
STL,6,ANA,5,False
DAL,7,COL,4,False
PIT,2,TOR,3,True
VGK,3,VAN,4,True
CAR,4,BOS,1,False
WSH,2,DET,1,False
OTT,0,FLA,2,True
PHI,3,MTL,9,True
TOR,5,NJD,2,False
NYR,2,NYI,4,True
CBJ,2,TBL,5,True
BUF,2,DAL,3,True
WPG,4,NSH,3,False
MIN,2,COL,5,True
LAK,1,ANA,3,True
ARI,0,SEA,5,True
CGY,3,SJS,2,False
CHI,2,STL,5,True
VGK,1,EDM,5,True
ARI,4,VAN,3,False
WSH,2,BUF,4,True
CBJ,0,FLA,4,True
PHI,4,NYR,1,False
DET,5,PIT,6,True
OTT,3,TBL,2,False
NJD,6,TOR,5,False
MTL,2,NYI,3,True
WPG,3,DAL,0,False
SJS,3,SEA,1,False
CGY,1,LAK,4,True
CAR,5,STL,2,False
NSH,5,CHI,1,False
ARI,3,EDM,2,False
CGY,6,ANA,3,False
MIN,2,VGK,7,True
NYI,2,NYR,3,True
SEA,1,DAL,3,True
WPG,7,COL,0,False
BUF,2,FLA,3,True
NJD,0,PHI,1,True
TBL,2,WSH,4,True
MTL,4,OTT,5,True
DET,5,TOR,4,False
CBJ,4,NSH,6,True
BOS,6,PIT,4,False
VAN,3,EDM,1,False
ANA,1,LAK,3,True
MIN,6,SJS,2,False
